Region,Instance,vCPU,Memory(GB),Price
eastus,Standard_L8as_v3,8,64.0,0.624
eastus,Standard_L16as_v3,16,128.0,0.25
eastus,Standard_L32as_v3,32,256.0,2.496
eastus,Standard_L48as_v3,48,384.0,0.7956
eastus,Standard_L64as_v3,64,512.0,0.998
eastus,Standard_L80as_v3,80,640.0,1.248
eastus,Standard_D2a_v4,2,8.0,0.0192
eastus,Standard_D4a_v4,4,16.0,0.0384
eastus,Standard_D8a_v4,8,32.0,0.384
eastus,Standard_D16a_v4,16,64.0,0.159667
eastus,Standard_D32a_v4,32,128.0,1.536
eastus,Standard_D48a_v4,48,192.0,0.479002
eastus,Standard_D64a_v4,64,256.0,0.638669
eastus,Standard_D96a_v4,96,384.0,0.958003
eastus,Standard_D2as_v4,2,8.0,0.096
eastus,Standard_D4as_v4,4,16.0,0.192
eastus,Standard_D8as_v4,8,32.0,0.0768
eastus,Standard_D16as_v4,16,64.0,0.768
eastus,Standard_D32as_v4,32,128.0,0.319334
eastus,Standard_D48as_v4,48,192.0,0.461
eastus,Standard_D64as_v4,64,256.0,0.614
eastus,Standard_D96as_v4,96,384.0,4.608
eastus,Standard_E2a_v4,2,16.0,0.026712
eastus,Standard_E4a_v4,4,32.0,0.053424
eastus,Standard_E8a_v4,8,64.0,0.504
eastus,Standard_E16a_v4,16,128.0,1.008
eastus,Standard_E20a_v4,20,160.0,0.252
eastus,Standard_E32a_v4,32,256.0,0.403
eastus,Standard_E48a_v4,48,384.0,0.641088
eastus,Standard_E64a_v4,64,512.0,4.032
eastus,Standard_E96a_v4,96,672.0,6.048
eastus,Standard_E2as_v4,2,16.0,0.026712
eastus,Standard_E4-2as_v4,4,32.0,0.053424
eastus,Standard_E4as_v4,4,32.0,0.053424
eastus,Standard_E8-2as_v4,8,64.0,0.106848
eastus,Standard_E8-4as_v4,8,64.0,0.101
eastus,Standard_E8as_v4,8,64.0,0.101
eastus,Standard_E16-4as_v4,16,128.0,0.202
eastus,Standard_E16-8as_v4,16,128.0,0.213696
eastus,Standard_E16as_v4,16,128.0,0.202
eastus,Standard_E20as_v4,20,160.0,1.26
eastus,Standard_E32-8as_v4,32,256.0,0.427392
eastus,Standard_E32-16as_v4,32,256.0,0.403
eastus,Standard_E32as_v4,32,256.0,2.016
eastus,Standard_E48as_v4,48,384.0,3.024
eastus,Standard_E64-16as_v4,64,512.0,0.854784
eastus,Standard_E64-32as_v4,64,512.0,4.032
eastus,Standard_E64as_v4,64,512.0,0.806
eastus,Standard_E96-24as_v4,96,672.0,1.21
eastus,Standard_E96-48as_v4,96,672.0,1.282176
eastus,Standard_E96as_v4,96,672.0,6.048
eastus,Standard_D2as_v5,2,8.0,0.0172
eastus,Standard_D4as_v5,4,16.0,0.142
eastus,Standard_D8as_v5,8,32.0,0.344
eastus,Standard_D16as_v5,16,64.0,0.14964
eastus,Standard_D32as_v5,32,128.0,2.848
eastus,Standard_D48as_v5,48,192.0,0.44892
eastus,Standard_D64as_v5,64,256.0,2.278
eastus,Standard_D96as_v5,96,384.0,8.544
eastus,Standard_E2as_v5,2,16.0,0.0226
eastus,Standard_E4-2as_v5,4,32.0,0.164
eastus,Standard_E4as_v5,4,32.0,0.41
eastus,Standard_E8-2as_v5,8,64.0,0.095914
eastus,Standard_E8-4as_v5,8,64.0,0.0904
eastus,Standard_E8as_v5,8,64.0,0.452
eastus,Standard_E16-4as_v5,16,128.0,0.656
eastus,Standard_E16-8as_v5,16,128.0,1.64
eastus,Standard_E16as_v5,16,128.0,0.181
eastus,Standard_E20as_v5,20,160.0,2.05
eastus,Standard_E32-8as_v5,32,256.0,3.28
eastus,Standard_E32-16as_v5,32,256.0,1.808
eastus,Standard_E32as_v5,32,256.0,0.383658
eastus,Standard_E48as_v5,48,384.0,1.968
eastus,Standard_E64-16as_v5,64,512.0,0.723
eastus,Standard_E64-32as_v5,64,512.0,3.616
eastus,Standard_E64as_v5,64,512.0,3.616
eastus,Standard_E96-24as_v5,96,672.0,1.085
eastus,Standard_E96-48as_v5,96,672.0,9.84
eastus,Standard_E96as_v5,96,672.0,1.150973
eastus,Standard_D2ads_v5,2,8.0,0.022402
eastus,Standard_D4ads_v5,4,16.0,0.156
eastus,Standard_D8ads_v5,8,32.0,0.412
eastus,Standard_D16ads_v5,16,64.0,0.624
eastus,Standard_D32ads_v5,32,128.0,3.12
eastus,Standard_D48ads_v5,48,192.0,0.494
eastus,Standard_D64ads_v5,64,256.0,0.659
eastus,Standard_D96ads_v5,96,384.0,9.36
eastus,Standard_E2ads_v5,2,16.0,0.131
eastus,Standard_E4-2ads_v5,4,32.0,0.446
eastus,Standard_E4ads_v5,4,32.0,0.055596
eastus,Standard_E8-2ads_v5,8,64.0,0.111193
eastus,Standard_E8-4ads_v5,8,64.0,0.357
eastus,Standard_E8ads_v5,8,64.0,0.892
eastus,Standard_E16-4ads_v5,16,128.0,0.222386
eastus,Standard_E16-8ads_v5,16,128.0,0.21
eastus,Standard_E16ads_v5,16,128.0,1.784
eastus,Standard_E20ads_v5,20,160.0,2.23
eastus,Standard_E32-8ads_v5,32,256.0,3.568
eastus,Standard_E32-16ads_v5,32,256.0,1.427
eastus,Standard_E32ads_v5,32,256.0,3.568
eastus,Standard_E48ads_v5,48,384.0,5.352
eastus,Standard_E64-16ads_v5,64,512.0,0.838
eastus,Standard_E64-32ads_v5,64,512.0,7.136
eastus,Standard_E64ads_v5,64,512.0,4.192
eastus,Standard_E96-24ads_v5,96,672.0,1.334314
eastus,Standard_E96-48ads_v5,96,672.0,10.704
eastus,Standard_E96ads_v5,96,672.0,1.334314
eastus,Standard_D2ls_v6,2,4.0,0.020414
eastus,Standard_D4ls_v6,4,8.0,0.179
eastus,Standard_D8ls_v6,8,16.0,0.08161
eastus,Standard_D16ls_v6,16,32.0,0.714
eastus,Standard_D32ls_v6,32,64.0,0.326441
eastus,Standard_D48ls_v6,48,96.0,0.489661
eastus,Standard_D64ls_v6,64,128.0,0.652882
eastus,Standard_D96ls_v6,96,192.0,4.284
eastus,Standard_D128ls_v6,128,256.0,1.305992
eastus,Standard_D2lds_v6,2,4.0,0.11
eastus,Standard_D4lds_v6,4,8.0,0.221
eastus,Standard_D8lds_v6,8,16.0,0.441
eastus,Standard_D16lds_v6,16,32.0,0.204768
eastus,Standard_D32lds_v6,32,64.0,1.765
eastus,Standard_D48lds_v6,48,96.0,2.648
eastus,Standard_D64lds_v6,64,128.0,3.53
eastus,Standard_D96lds_v6,96,192.0,1.22791
eastus,Standard_D128lds_v6,128,256.0,1.637214
eastus,Standard_D2s_v6,2,8.0,0.101
eastus,Standard_D4s_v6,4,16.0,0.046177
eastus,Standard_D8s_v6,8,32.0,0.403
eastus,Standard_D16s_v6,16,64.0,0.184252
eastus,Standard_D32s_v6,32,128.0,0.368732
eastus,Standard_D48s_v6,48,192.0,2.419
eastus,Standard_D64s_v6,64,256.0,3.226
eastus,Standard_D96s_v6,96,384.0,1.105967
eastus,Standard_D128s_v6,128,512.0,6.451
eastus,Standard_D192s_v6,192,768.0,9.677
eastus,Standard_D2ds_v6,2,8.0,0.125
eastus,Standard_D4ds_v6,4,16.0,0.057743
eastus,Standard_D8ds_v6,8,32.0,0.498
eastus,Standard_D16ds_v6,16,64.0,0.231204
eastus,Standard_D32ds_v6,32,128.0,0.462177
eastus,Standard_D48ds_v6,48,192.0,0.693381
eastus,Standard_D64ds_v6,64,256.0,0.924585
eastus,Standard_D96ds_v6,96,384.0,1.386762
eastus,Standard_D128ds_v6,128,512.0,7.973
eastus,Standard_D192ds_v6,192,768.0,11.96
eastus,Standard_E2s_v6,2,16.0,0.026836
eastus,Standard_E4-2s_v6,4,32.0,0.265
eastus,Standard_E4s_v6,4,32.0,0.265
eastus,Standard_E8-2s_v6,8,64.0,0.107546
eastus,Standard_E8-4s_v6,8,64.0,0.529
eastus,Standard_E8s_v6,8,64.0,0.107546
eastus,Standard_E16-4s_v6,16,128.0,0.215091
eastus,Standard_E16-8s_v6,16,128.0,1.058
eastus,Standard_E16s_v6,16,128.0,0.215091
eastus,Standard_E20s_v6,20,160.0,0.268966
eastus,Standard_E32-8s_v6,32,256.0,2.117
eastus,Standard_E32-16s_v6,32,256.0,0.430386
eastus,Standard_E32s_v6,32,256.0,2.117
eastus,Standard_E48s_v6,48,384.0,3.175
eastus,Standard_E64-16s_v6,64,512.0,0.860772
eastus,Standard_E64-32s_v6,64,512.0,0.860772
eastus,Standard_E64s_v6,64,512.0,4.234
eastus,Standard_E96-24s_v6,96,768.0,1.290955
eastus,Standard_E96-48s_v6,96,768.0,6.35
eastus,Standard_E96s_v6,96,768.0,6.35
eastus,Standard_E2ds_v6,2,16.0,0.164
eastus,Standard_E4-2ds_v6,4,32.0,0.327
eastus,Standard_E4ds_v6,4,32.0,0.327
eastus,Standard_E8-2ds_v6,8,64.0,0.654
eastus,Standard_E8-4ds_v6,8,64.0,0.136555
eastus,Standard_E8ds_v6,8,64.0,0.654
eastus,Standard_E16-4ds_v6,16,128.0,0.27311
eastus,Standard_E16-8ds_v6,16,128.0,0.27311
eastus,Standard_E16ds_v6,16,128.0,0.27311
eastus,Standard_E20ds_v6,20,160.0,0.341388
eastus,Standard_E32-8ds_v6,32,256.0,0.546221
eastus,Standard_E32-16ds_v6,32,256.0,0.546221
eastus,Standard_E32ds_v6,32,256.0,0.546221
eastus,Standard_E48ds_v6,48,384.0,3.924
eastus,Standard_E64-16ds_v6,64,512.0,1.09265
eastus,Standard_E64-32ds_v6,64,512.0,1.09265
eastus,Standard_E64ds_v6,64,512.0,1.09265
eastus,Standard_E96-24ds_v6,96,768.0,7.849
eastus,Standard_E96-48ds_v6,96,768.0,7.849
eastus,Standard_E96ds_v6,96,768.0,1.638871
eastus,Standard_A1_v2,1,2.0,0.008265
eastus,Standard_A2m_v2,2,16.0,0.119
eastus,Standard_A2_v2,2,4.0,0.017356
eastus,Standard_A4m_v2,4,32.0,0.0475
eastus,Standard_A4_v2,4,8.0,0.03671
eastus,Standard_A8m_v2,8,64.0,0.0949
eastus,Standard_A8_v2,8,16.0,0.076688
eastus,Standard_B1ls,1,0.5,0.0052
eastus,Standard_B1ms,1,2.0,0.0207
eastus,Standard_B1s,1,1.0,0.0104
eastus,Standard_B2ms,2,8.0,0.0832
eastus,Standard_B2s,2,4.0,0.0416
eastus,Standard_B4ms,4,16.0,0.166
eastus,Standard_B8ms,8,32.0,0.333
eastus,Standard_B12ms,12,48.0,0.499
eastus,Standard_B16ms,16,64.0,0.666
eastus,Standard_B20ms,20,80.0,0.832
eastus,Standard_D2ds_v4,2,8.0,0.024272
eastus,Standard_D4ds_v4,4,16.0,0.0452
eastus,Standard_D8ds_v4,8,32.0,0.452
eastus,Standard_D16ds_v4,16,64.0,0.194179
eastus,Standard_D32ds_v4,32,128.0,0.388358
eastus,Standard_D48ds_v4,48,192.0,0.542
eastus,Standard_D64ds_v4,64,256.0,3.616
eastus,Standard_D2ds_v5,2,8.0,0.025018
eastus,Standard_D4ds_v5,4,16.0,0.0452
eastus,Standard_D8ds_v5,8,32.0,0.0904
eastus,Standard_D16ds_v5,16,64.0,0.904
eastus,Standard_D32ds_v5,32,128.0,0.362
eastus,Standard_D48ds_v5,48,192.0,0.600437
eastus,Standard_D64ds_v5,64,256.0,3.616
eastus,Standard_D96ds_v5,96,384.0,1.200874
eastus,Standard_D2d_v4,2,8.0,0.0226
eastus,Standard_D4d_v4,4,16.0,0.226
eastus,Standard_D8d_v4,8,32.0,0.0904
eastus,Standard_D16d_v4,16,64.0,0.181
eastus,Standard_D32d_v4,32,128.0,0.388358
eastus,Standard_D48d_v4,48,192.0,0.542
eastus,Standard_D64d_v4,64,256.0,0.723
eastus,Standard_D2d_v5,2,8.0,0.0226
eastus,Standard_D4d_v5,4,16.0,0.050036
eastus,Standard_D8d_v5,8,32.0,0.452
eastus,Standard_D16d_v5,16,64.0,0.181
eastus,Standard_D32d_v5,32,128.0,1.808
eastus,Standard_D48d_v5,48,192.0,2.712
eastus,Standard_D64d_v5,64,256.0,0.723
eastus,Standard_D96d_v5,96,384.0,5.424
eastus,Standard_DS1_v2,1,3.5,0.073
eastus,Standard_DS2_v2,2,7.0,0.029
eastus,Standard_DS3_v2,4,14.0,0.056315
eastus,Standard_DS4_v2,8,28.0,0.585
eastus,Standard_DS5_v2,16,56.0,1.17
eastus,Standard_DS11-1_v2,2,14.0,0.035557
eastus,Standard_DS11_v2,2,14.0,0.035557
eastus,Standard_DS12-1_v2,4,28.0,0.371
eastus,Standard_DS12-2_v2,4,28.0,0.371
eastus,Standard_DS12_v2,4,28.0,0.074
eastus,Standard_DS13-2_v2,8,56.0,0.148
eastus,Standard_DS13-4_v2,8,56.0,0.148
eastus,Standard_DS13_v2,8,56.0,0.14242
eastus,Standard_DS14-4_v2,16,112.0,1.482
eastus,Standard_DS14-8_v2,16,112.0,0.296
eastus,Standard_DS14_v2,16,112.0,1.482
eastus,Standard_DS15_v2,20,140.0,1.853
eastus,Standard_DS2_v2_Promo,2,7.0,0
eastus,Standard_DS3_v2_Promo,4,14.0,0
eastus,Standard_DS4_v2_Promo,8,28.0,0
eastus,Standard_DS5_v2_Promo,16,56.0,0
eastus,Standard_DS11_v2_Promo,2,14.0,0
eastus,Standard_DS12_v2_Promo,4,28.0,0
eastus,Standard_DS13_v2_Promo,8,56.0,0
eastus,Standard_DS14_v2_Promo,16,112.0,0
eastus,Standard_D2s_v3,2,8.0,0.019
eastus,Standard_D4s_v3,4,16.0,0.192
eastus,Standard_D8s_v3,8,32.0,0.384
eastus,Standard_D16s_v3,16,64.0,0.768
eastus,Standard_D32s_v3,32,128.0,0.307
eastus,Standard_D48s_v3,48,192.0,0.442829
eastus,Standard_D64s_v3,64,256.0,3.072
eastus,Standard_D2s_v4,2,8.0,0.019968
eastus,Standard_D4s_v4,4,16.0,0.039936
eastus,Standard_D8s_v4,8,32.0,0.384
eastus,Standard_D16s_v4,16,64.0,0.154
eastus,Standard_D32s_v4,32,128.0,0.307
eastus,Standard_D48s_v4,48,192.0,0.479232
eastus,Standard_D64s_v4,64,256.0,0.638976
eastus,Standard_D2s_v5,2,8.0,0.096
eastus,Standard_D4s_v5,4,16.0,0.0384
eastus,Standard_D8s_v5,8,32.0,0.0768
eastus,Standard_D16s_v5,16,64.0,0.162893
eastus,Standard_D32s_v5,32,128.0,1.536
eastus,Standard_D48s_v5,48,192.0,2.304
eastus,Standard_D64s_v5,64,256.0,3.072
eastus,Standard_D96s_v5,96,384.0,0.922
eastus,Standard_D1_v2,1,3.5,0.014031
eastus,Standard_D2_v2,2,7.0,0.029
eastus,Standard_D3_v2,4,14.0,0.056315
eastus,Standard_D4_v2,8,28.0,0.117
eastus,Standard_D5_v2,16,56.0,0.224874
eastus,Standard_D11_v2,2,14.0,0.185
eastus,Standard_D12_v2,4,28.0,0.371
eastus,Standard_D13_v2,8,56.0,0.148
eastus,Standard_D14_v2,16,112.0,0.296
eastus,Standard_D15_v2,20,140.0,1.853
eastus,Standard_D2_v2_Promo,2,7.0,0
eastus,Standard_D3_v2_Promo,4,14.0,0
eastus,Standard_D4_v2_Promo,8,28.0,0
eastus,Standard_D5_v2_Promo,16,56.0,0
eastus,Standard_D11_v2_Promo,2,14.0,0
eastus,Standard_D12_v2_Promo,4,28.0,0
eastus,Standard_D13_v2_Promo,8,56.0,0
eastus,Standard_D14_v2_Promo,16,112.0,0
eastus,Standard_D2_v3,2,8.0,0.018451
eastus,Standard_D4_v3,4,16.0,0.036902
eastus,Standard_D8_v3,8,32.0,0.073805
eastus,Standard_D16_v3,16,64.0,0.14761
eastus,Standard_D32_v3,32,128.0,0.307
eastus,Standard_D48_v3,48,192.0,0.442829
eastus,Standard_D64_v3,64,256.0,0.590438
eastus,Standard_D2_v4,2,8.0,0.096
eastus,Standard_D4_v4,4,16.0,0.039936
eastus,Standard_D8_v4,8,32.0,0.384
eastus,Standard_D16_v4,16,64.0,0.768
eastus,Standard_D32_v4,32,128.0,0.307
eastus,Standard_D48_v4,48,192.0,0.461
eastus,Standard_D64_v4,64,256.0,0.614
eastus,Standard_D2_v5,2,8.0,0.020362
eastus,Standard_D4_v5,4,16.0,0.040723
eastus,Standard_D8_v5,8,32.0,0.0768
eastus,Standard_D16_v5,16,64.0,0.162893
eastus,Standard_D32_v5,32,128.0,1.536
eastus,Standard_D48_v5,48,192.0,2.304
eastus,Standard_D64_v5,64,256.0,0.614
eastus,Standard_D96_v5,96,384.0,0.977357
eastus,Standard_F1,1,2.0,0.0497
eastus,Standard_F2,2,4.0,0.0199
eastus,Standard_F4,4,8.0,0.038248
eastus,Standard_F8,8,16.0,0.398
eastus,Standard_F16,16,32.0,0.152991
eastus,Standard_F1s,1,2.0,0.009552
eastus,Standard_F2s,2,4.0,0.099
eastus,Standard_F4s,4,8.0,0.0398
eastus,Standard_F8s,8,16.0,0.398
eastus,Standard_F16s,16,32.0,0.159
eastus,Standard_F2s_v2,2,4.0,0.0169
eastus,Standard_F4s_v2,4,8.0,0.169
eastus,Standard_F8s_v2,8,16.0,0.094234
eastus,Standard_F16s_v2,16,32.0,0.677
eastus,Standard_F32s_v2,32,64.0,0.377216
eastus,Standard_F48s_v2,48,96.0,2.03
eastus,Standard_F64s_v2,64,128.0,0.541
eastus,Standard_F72s_v2,72,144.0,0.609
eastus,Standard_D2ls_v5,2,4.0,0.017
eastus,Standard_D4ls_v5,4,8.0,0.036057
eastus,Standard_D8ls_v5,8,16.0,0.072114
eastus,Standard_D16ls_v5,16,32.0,0.136
eastus,Standard_D32ls_v5,32,64.0,0.272
eastus,Standard_D48ls_v5,48,96.0,0.432684
eastus,Standard_D64ls_v5,64,128.0,0.544
eastus,Standard_D96ls_v5,96,192.0,4.08
eastus,Standard_D2lds_v5,2,4.0,0.0192
eastus,Standard_D4lds_v5,4,8.0,0.042509
eastus,Standard_D8lds_v5,8,16.0,0.0768
eastus,Standard_D16lds_v5,16,32.0,0.170035
eastus,Standard_D32lds_v5,32,64.0,1.536
eastus,Standard_D48lds_v5,48,96.0,2.304
eastus,Standard_D64lds_v5,64,128.0,0.680141
eastus,Standard_D96lds_v5,96,192.0,0.922
eastus,Standard_B2ls_v2,2,4.0,0.00832
eastus,Standard_B2s_v2,2,8.0,0.037
eastus,Standard_B2ts_v2,2,1.0,0.00784
eastus,Standard_B4ls_v2,4,8.0,0.147
eastus,Standard_B4s_v2,4,16.0,0.0739
eastus,Standard_B8ls_v2,8,16.0,0.2655
eastus,Standard_B8s_v2,8,32.0,0.2997
eastus,Standard_B16ls_v2,16,32.0,0.5301
eastus,Standard_B16s_v2,16,64.0,0.666
eastus,Standard_B32ls_v2,32,64.0,0.236
eastus,Standard_B32s_v2,32,128.0,1.331
eastus,Standard_E112ias_v5,112,672.0,6.961
eastus,Standard_E112iads_v5,112,672.0,1.614
eastus,Standard_B2als_v2,2,4.0,0.00752
eastus,Standard_B2as_v2,2,8.0,0.0752
eastus,Standard_B2ats_v2,2,1.0,0.00188
eastus,Standard_B4als_v2,4,8.0,0.1197
eastus,Standard_B4as_v2,4,16.0,0.135
eastus,Standard_B8als_v2,8,16.0,0.0533
eastus,Standard_B8as_v2,8,32.0,0.301
eastus,Standard_B16als_v2,16,32.0,0.606
eastus,Standard_B16as_v2,16,64.0,0.5418
eastus,Standard_B32als_v2,32,64.0,0.485
eastus,Standard_B32as_v2,32,128.0,0.54
eastus,Standard_E2_v3,2,16.0,0.024217
eastus,Standard_E4_v3,4,32.0,0.252
eastus,Standard_E8_v3,8,64.0,0.504
eastus,Standard_E16_v3,16,128.0,0.202
eastus,Standard_E20_v3,20,160.0,1.26
eastus,Standard_E32_v3,32,256.0,2.016
eastus,Standard_E48_v3,48,384.0,0.605
eastus,Standard_E64_v3,64,432.0,0.726
eastus,Standard_D1,1,3.5,0.077
eastus,Standard_D2,2,7.0,0.154
eastus,Standard_D3,4,14.0,0.0616
eastus,Standard_D4,8,28.0,0.123
eastus,Standard_D11,2,14.0,0.193
eastus,Standard_D12,4,28.0,0.077
eastus,Standard_D13,8,56.0,0.771
eastus,Standard_D14,16,112.0,1.542
eastus,Standard_E2s_v3,2,16.0,0.126
eastus,Standard_E4-2s_v3,4,32.0,0.048434
eastus,Standard_E4s_v3,4,32.0,0.252
eastus,Standard_E8-2s_v3,8,64.0,0.504
eastus,Standard_E8-4s_v3,8,64.0,0.504
eastus,Standard_E8s_v3,8,64.0,0.504
eastus,Standard_E16-4s_v3,16,128.0,0.193738
eastus,Standard_E16-8s_v3,16,128.0,0.193738
eastus,Standard_E16s_v3,16,128.0,0.202
eastus,Standard_E20s_v3,20,160.0,0.242172
eastus,Standard_E32-8s_v3,32,256.0,0.387475
eastus,Standard_E32-16s_v3,32,256.0,2.016
eastus,Standard_E32s_v3,32,256.0,0.387475
eastus,Standard_E48s_v3,48,384.0,0.605
eastus,Standard_E64-16s_v3,64,432.0,0.726
eastus,Standard_E64-32s_v3,64,432.0,0.697494
eastus,Standard_E64s_v3,64,432.0,3.629
eastus,Standard_DS1,1,3.5,0.014799
eastus,Standard_DS2,2,7.0,0.0308
eastus,Standard_DS3,4,14.0,0.059198
eastus,Standard_DS4,8,28.0,0.616
eastus,Standard_DS11,2,14.0,0.0386
eastus,Standard_DS12,4,28.0,0.074189
eastus,Standard_DS13,8,56.0,0.771
eastus,Standard_DS14,16,112.0,1.542
eastus,Standard_E2_v4,2,16.0,0.126
eastus,Standard_E4_v4,4,32.0,0.252
eastus,Standard_E8_v4,8,64.0,0.101
eastus,Standard_E16_v4,16,128.0,1.008
eastus,Standard_E20_v4,20,160.0,1.26
eastus,Standard_E32_v4,32,256.0,0.438883
eastus,Standard_E48_v4,48,384.0,3.024
eastus,Standard_E64_v4,64,504.0,0.877766
eastus,Standard_E2d_v4,2,16.0,0.031118
eastus,Standard_E4d_v4,4,32.0,0.288
eastus,Standard_E8d_v4,8,64.0,0.124474
eastus,Standard_E16d_v4,16,128.0,0.23
eastus,Standard_E20d_v4,20,160.0,1.44
eastus,Standard_E32d_v4,32,256.0,2.304
eastus,Standard_E48d_v4,48,384.0,0.746842
eastus,Standard_E64d_v4,64,504.0,0.922
eastus,Standard_E2s_v4,2,16.0,0.126
eastus,Standard_E4-2s_v4,4,32.0,0.0504
eastus,Standard_E4s_v4,4,32.0,0.05486
eastus,Standard_E8-2s_v4,8,64.0,0.109721
eastus,Standard_E8-4s_v4,8,64.0,0.504
eastus,Standard_E8s_v4,8,64.0,0.504
eastus,Standard_E16-4s_v4,16,128.0,1.008
eastus,Standard_E16-8s_v4,16,128.0,0.202
eastus,Standard_E16s_v4,16,128.0,1.008
eastus,Standard_E20s_v4,20,160.0,0.274302
eastus,Standard_E32-8s_v4,32,256.0,0.438883
eastus,Standard_E32-16s_v4,32,256.0,0.403
eastus,Standard_E32s_v4,32,256.0,0.438883
eastus,Standard_E48s_v4,48,384.0,0.605
eastus,Standard_E64-16s_v4,64,504.0,0.806
eastus,Standard_E64-32s_v4,64,504.0,0.877766
eastus,Standard_E64s_v4,64,504.0,0.877766
eastus,Standard_E80is_v4,80,504.0,1.097208
eastus,Standard_E2ds_v4,2,16.0,0.0288
eastus,Standard_E4-2ds_v4,4,32.0,0.0576
eastus,Standard_E4ds_v4,4,32.0,0.062237
eastus,Standard_E8-2ds_v4,8,64.0,0.576
eastus,Standard_E8-4ds_v4,8,64.0,0.576
eastus,Standard_E8ds_v4,8,64.0,0.124474
eastus,Standard_E16-4ds_v4,16,128.0,0.248947
eastus,Standard_E16-8ds_v4,16,128.0,0.23
eastus,Standard_E16ds_v4,16,128.0,1.152
eastus,Standard_E20ds_v4,20,160.0,1.44
eastus,Standard_E32-8ds_v4,32,256.0,2.304
eastus,Standard_E32-16ds_v4,32,256.0,2.304
eastus,Standard_E32ds_v4,32,256.0,0.497894
eastus,Standard_E48ds_v4,48,384.0,0.746842
eastus,Standard_E64-16ds_v4,64,504.0,0.922
eastus,Standard_E64-32ds_v4,64,504.0,0.995789
eastus,Standard_E64ds_v4,64,504.0,0.995789
eastus,Standard_E80ids_v4,80,504.0,5.76
eastus,Standard_DC2as_v6,2,8.0,0.0908
eastus,Standard_DC4as_v6,4,16.0,0.0363
eastus,Standard_DC8as_v6,8,32.0,0.0726
eastus,Standard_DC16as_v6,16,64.0,0.726
eastus,Standard_DC32as_v6,32,128.0,0.291
eastus,Standard_DC48as_v6,48,192.0,0.436454
eastus,Standard_DC64as_v6,64,256.0,2.906
eastus,Standard_DC96as_v6,96,384.0,0.872907
eastus,Standard_DC2ads_v6,2,8.0,0.114
eastus,Standard_DC4ads_v6,4,16.0,0.0456
eastus,Standard_DC8ads_v6,8,32.0,0.0912
eastus,Standard_DC16ads_v6,16,64.0,0.912
eastus,Standard_DC32ads_v6,32,128.0,0.365347
eastus,Standard_DC48ads_v6,48,192.0,0.547
eastus,Standard_DC64ads_v6,64,256.0,3.648
eastus,Standard_DC96ads_v6,96,384.0,1.096042
eastus,Standard_EC2as_v6,2,16.0,0.0238
eastus,Standard_EC4as_v6,4,32.0,0.0477
eastus,Standard_EC8as_v6,8,64.0,0.095543
eastus,Standard_EC16as_v6,16,128.0,0.191086
eastus,Standard_EC32as_v6,32,256.0,0.381972
eastus,Standard_EC48as_v6,48,384.0,0.573058
eastus,Standard_EC64as_v6,64,512.0,0.763
eastus,Standard_EC96as_v6,96,672.0,5.722
eastus,Standard_EC2ads_v6,2,16.0,0.145
eastus,Standard_EC4ads_v6,4,32.0,0.29
eastus,Standard_EC8ads_v6,8,64.0,0.116
eastus,Standard_EC16ads_v6,16,128.0,0.232
eastus,Standard_EC32ads_v6,32,256.0,2.323
eastus,Standard_EC48ads_v6,48,384.0,3.485
eastus,Standard_EC64ads_v6,64,512.0,0.930594
eastus,Standard_EC96ads_v6,96,672.0,1.396091
eastus,Standard_M64,64,1024.0,1.232431
eastus,Standard_M64m,64,1792.0,2.067
eastus,Standard_M128,128,2048.0,2.668
eastus,Standard_M128m,128,3892.0,4.931942
eastus,Standard_M8-2ms,8,218.75,0.283945
eastus,Standard_M8-4ms,8,218.75,0.283945
eastus,Standard_M8ms,8,218.75,1.5365
eastus,Standard_M16-4ms,16,437.5,0.56789
eastus,Standard_M16-8ms,16,437.5,0.6146
eastus,Standard_M16ms,16,437.5,3.073
eastus,Standard_M32-8ms,32,875.0,1.2292
eastus,Standard_M32-16ms,32,875.0,6.146
eastus,Standard_M32ls,32,256.0,0.5746
eastus,Standard_M32ms,32,875.0,1.135781
eastus,Standard_M32ts,32,192.0,0.500254
eastus,Standard_M64-16ms,64,1792.0,2.067
eastus,Standard_M64-32ms,64,1792.0,1.910278
eastus,Standard_M64ls,64,512.0,1.083
eastus,Standard_M64ms,64,1792.0,1.910278
eastus,Standard_M64s,64,1024.0,1.232431
eastus,Standard_M128-32ms,128,3892.0,5.338
eastus,Standard_M128-64ms,128,3892.0,26.688
eastus,Standard_M128ms,128,3892.0,5.338
eastus,Standard_M128s,128,2048.0,2.464862
eastus,Standard_M32ms_v2,32,875.0,1.208
eastus,Standard_M64ms_v2,64,1792.0,2.026
eastus,Standard_M64s_v2,64,1024.0,1.193623
eastus,Standard_M128ms_v2,128,3892.0,26.269
eastus,Standard_M128s_v2,128,2048.0,12.919
eastus,Standard_M192ims_v2,192,4096.0,5.847626
eastus,Standard_M192is_v2,192,2048.0,2.884913
eastus,Standard_M32dms_v2,32,875.0,6.146
eastus,Standard_M64dms_v2,64,1792.0,2.068
eastus,Standard_M64ds_v2,64,1024.0,6.669
eastus,Standard_M128dms_v2,128,3892.0,4.932312
eastus,Standard_M128ds_v2,128,2048.0,13.34
eastus,Standard_M192idms_v2,192,4096.0,6.413
eastus,Standard_M192ids_v2,192,2048.0,16.032
eastus,Standard_L8s_v3,8,64.0,0.177828
