Region,Instance,vCPU,Memory(GB),Price
mexicocentral,Standard_D48_v3,48,192.0,0.507
mexicocentral,Standard_D64_v3,64,256.0,0.624439
mexicocentral,Standard_D2_v4,2,8.0,0.019589
mexicocentral,Standard_D4_v4,4,16.0,0.211
mexicocentral,Standard_D8_v4,8,32.0,0.0845
mexicocentral,Standard_D16_v4,16,64.0,0.156156
mexicocentral,Standard_D32_v4,32,128.0,0.338
mexicocentral,Standard_D48_v4,48,192.0,2.534
mexicocentral,Standard_D64_v4,64,256.0,0.624439
mexicocentral,Standard_D2_v5,2,8.0,0.106
mexicocentral,Standard_D4_v5,4,16.0,0.0422
mexicocentral,Standard_D8_v5,8,32.0,0.0845
mexicocentral,Standard_D16_v5,16,64.0,0.169
mexicocentral,Standard_D32_v5,32,128.0,1.69
mexicocentral,Standard_D48_v5,48,192.0,0.468283
mexicocentral,Standard_D64_v5,64,256.0,0.676
mexicocentral,Standard_D96_v5,96,384.0,1.014
mexicocentral,Standard_E2ds_v4,2,16.0,0.029198
mexicocentral,Standard_E4-2ds_v4,4,32.0,0.317
mexicocentral,Standard_E4ds_v4,4,32.0,0.058582
mexicocentral,Standard_E8-2ds_v4,8,64.0,0.127
mexicocentral,Standard_E8-4ds_v4,8,64.0,0.117163
mexicocentral,Standard_E8ds_v4,8,64.0,0.634
mexicocentral,Standard_E16-4ds_v4,16,128.0,1.267
mexicocentral,Standard_E16-8ds_v4,16,128.0,0.253
mexicocentral,Standard_E16ds_v4,16,128.0,0.253
mexicocentral,Standard_E20ds_v4,20,160.0,0.317
mexicocentral,Standard_E32-8ds_v4,32,256.0,2.534
mexicocentral,Standard_E32-16ds_v4,32,256.0,0.507
mexicocentral,Standard_E32ds_v4,32,256.0,0.468283
mexicocentral,Standard_E48ds_v4,48,384.0,0.76
mexicocentral,Standard_E64-16ds_v4,64,504.0,1.014
mexicocentral,Standard_E64-32ds_v4,64,504.0,5.069
mexicocentral,Standard_E64ds_v4,64,504.0,5.069
mexicocentral,Standard_E2ds_v5,2,16.0,0.029198
mexicocentral,Standard_E4-2ds_v5,4,32.0,0.317
mexicocentral,Standard_E4ds_v5,4,32.0,0.0634
mexicocentral,Standard_E8-2ds_v5,8,64.0,0.634
mexicocentral,Standard_E8-4ds_v5,8,64.0,0.634
mexicocentral,Standard_E8ds_v5,8,64.0,0.117163
mexicocentral,Standard_E16-4ds_v5,16,128.0,0.253
mexicocentral,Standard_E16-8ds_v5,16,128.0,0.234142
mexicocentral,Standard_E16ds_v5,16,128.0,0.253
mexicocentral,Standard_E20ds_v5,20,160.0,0.292723
mexicocentral,Standard_E32-8ds_v5,32,256.0,0.507
mexicocentral,Standard_E32-16ds_v5,32,256.0,2.534
mexicocentral,Standard_E32ds_v5,32,256.0,2.534
mexicocentral,Standard_E48ds_v5,48,384.0,0.76
mexicocentral,Standard_E64-16ds_v5,64,512.0,5.069
mexicocentral,Standard_E64-32ds_v5,64,512.0,1.014
mexicocentral,Standard_E64ds_v5,64,512.0,5.069
mexicocentral,Standard_E96-24ds_v5,96,672.0,1.521
mexicocentral,Standard_E96-48ds_v5,96,672.0,1.521
mexicocentral,Standard_E96ds_v5,96,672.0,1.405034
mexicocentral,Standard_E104ids_v5,104,672.0,9.06
mexicocentral,Standard_E2d_v4,2,16.0,0.029198
mexicocentral,Standard_E4d_v4,4,32.0,0.0634
mexicocentral,Standard_E8d_v4,8,64.0,0.117163
mexicocentral,Standard_E16d_v4,16,128.0,0.234142
mexicocentral,Standard_E20d_v4,20,160.0,0.292723
mexicocentral,Standard_E32d_v4,32,256.0,0.468283
mexicocentral,Standard_E48d_v4,48,384.0,0.76
mexicocentral,Standard_E64d_v4,64,504.0,5.069
mexicocentral,Standard_E2d_v5,2,16.0,0.029198
mexicocentral,Standard_E4d_v5,4,32.0,0.058582
mexicocentral,Standard_E8d_v5,8,64.0,0.127
mexicocentral,Standard_E16d_v5,16,128.0,1.267
mexicocentral,Standard_E20d_v5,20,160.0,1.584
mexicocentral,Standard_E32d_v5,32,256.0,2.534
mexicocentral,Standard_E48d_v5,48,384.0,0.70261
mexicocentral,Standard_E64d_v5,64,512.0,5.069
mexicocentral,Standard_E96d_v5,96,672.0,7.603
mexicocentral,Standard_E104id_v5,104,672.0,9.06
mexicocentral,Standard_E2s_v3,2,16.0,0.025687
mexicocentral,Standard_E4-2s_v3,4,32.0,0.0554
mexicocentral,Standard_E4s_v3,4,32.0,0.0554
mexicocentral,Standard_E8-2s_v3,8,64.0,0.111
mexicocentral,Standard_E8-4s_v3,8,64.0,0.111
mexicocentral,Standard_E8s_v3,8,64.0,0.102379
mexicocentral,Standard_E16-4s_v3,16,128.0,0.204943
mexicocentral,Standard_E16-8s_v3,16,128.0,0.222
mexicocentral,Standard_E16s_v3,16,128.0,1.109
mexicocentral,Standard_E20s_v3,20,160.0,0.277
mexicocentral,Standard_E32-8s_v3,32,256.0,0.444
mexicocentral,Standard_E32-16s_v3,32,256.0,0.409886
mexicocentral,Standard_E32s_v3,32,256.0,0.444
mexicocentral,Standard_E48s_v3,48,384.0,3.326
mexicocentral,Standard_E64-16s_v3,64,432.0,0.737722
mexicocentral,Standard_E64-32s_v3,64,432.0,0.737722
mexicocentral,Standard_E64s_v3,64,432.0,3.992
mexicocentral,Standard_E2s_v4,2,16.0,0.025687
mexicocentral,Standard_E4-2s_v4,4,32.0,0.0554
mexicocentral,Standard_E4s_v4,4,32.0,0.0554
mexicocentral,Standard_E8-2s_v4,8,64.0,0.111
mexicocentral,Standard_E8-4s_v4,8,64.0,0.554
mexicocentral,Standard_E8s_v4,8,64.0,0.554
mexicocentral,Standard_E16-4s_v4,16,128.0,0.204943
mexicocentral,Standard_E16-8s_v4,16,128.0,1.109
mexicocentral,Standard_E16s_v4,16,128.0,1.109
mexicocentral,Standard_E20s_v4,20,160.0,0.256133
mexicocentral,Standard_E32-8s_v4,32,256.0,0.444
mexicocentral,Standard_E32-16s_v4,32,256.0,0.444
mexicocentral,Standard_E32s_v4,32,256.0,0.409886
mexicocentral,Standard_E48s_v4,48,384.0,0.614645
mexicocentral,Standard_E64-16s_v4,64,504.0,0.887
mexicocentral,Standard_E64-32s_v4,64,504.0,0.819588
mexicocentral,Standard_E64s_v4,64,504.0,0.819588
mexicocentral,Standard_E2s_v5,2,16.0,0.0277
mexicocentral,Standard_E4-2s_v5,4,32.0,0.277
mexicocentral,Standard_E4s_v5,4,32.0,0.0554
mexicocentral,Standard_E8-2s_v5,8,64.0,0.554
mexicocentral,Standard_E8-4s_v5,8,64.0,0.111
mexicocentral,Standard_E8s_v5,8,64.0,0.102379
mexicocentral,Standard_E16-4s_v5,16,128.0,0.222
mexicocentral,Standard_E16-8s_v5,16,128.0,0.222
mexicocentral,Standard_E16s_v5,16,128.0,1.109
mexicocentral,Standard_E20s_v5,20,160.0,0.277
mexicocentral,Standard_E32-8s_v5,32,256.0,0.444
mexicocentral,Standard_E32-16s_v5,32,256.0,0.444
mexicocentral,Standard_E32s_v5,32,256.0,2.218
mexicocentral,Standard_E48s_v5,48,384.0,0.614645
mexicocentral,Standard_E64-16s_v5,64,512.0,0.819588
mexicocentral,Standard_E64-32s_v5,64,512.0,4.435
mexicocentral,Standard_E64s_v5,64,512.0,0.887
mexicocentral,Standard_E96-24s_v5,96,672.0,1.229474
mexicocentral,Standard_E96-48s_v5,96,672.0,1.229474
mexicocentral,Standard_E96s_v5,96,672.0,6.653
mexicocentral,Standard_E104is_v5,104,672.0,1.465094
mexicocentral,Standard_E2_v3,2,16.0,0.139
mexicocentral,Standard_E4_v3,4,32.0,0.0554
mexicocentral,Standard_E8_v3,8,64.0,0.102379
mexicocentral,Standard_E16_v3,16,128.0,0.204943
mexicocentral,Standard_E20_v3,20,160.0,1.386
mexicocentral,Standard_E32_v3,32,256.0,0.409886
mexicocentral,Standard_E48_v3,48,384.0,0.665
mexicocentral,Standard_E64_v3,64,432.0,3.992
mexicocentral,Standard_E2_v4,2,16.0,0.139
mexicocentral,Standard_E4_v4,4,32.0,0.05119
mexicocentral,Standard_E8_v4,8,64.0,0.111
mexicocentral,Standard_E16_v4,16,128.0,0.222
mexicocentral,Standard_E20_v4,20,160.0,1.386
mexicocentral,Standard_E32_v4,32,256.0,2.218
mexicocentral,Standard_E48_v4,48,384.0,0.665
mexicocentral,Standard_E64_v4,64,504.0,0.887
mexicocentral,Standard_E2_v5,2,16.0,0.0277
mexicocentral,Standard_E4_v5,4,32.0,0.277
mexicocentral,Standard_E8_v5,8,64.0,0.554
mexicocentral,Standard_E16_v5,16,128.0,0.204943
mexicocentral,Standard_E20_v5,20,160.0,0.256133
mexicocentral,Standard_E32_v5,32,256.0,2.218
mexicocentral,Standard_E48_v5,48,384.0,3.326
mexicocentral,Standard_E64_v5,64,512.0,4.435
mexicocentral,Standard_E96_v5,96,672.0,6.653
mexicocentral,Standard_E104i_v5,104,672.0,1.586
mexicocentral,Standard_F1,1,2.0,0.0547
mexicocentral,Standard_F2,2,4.0,0.020143
mexicocentral,Standard_F4,4,8.0,0.0437
mexicocentral,Standard_F8,8,16.0,0.0875
mexicocentral,Standard_F16,16,32.0,0.1617
mexicocentral,Standard_F1s,1,2.0,0.0109
mexicocentral,Standard_F2s,2,4.0,0.109
mexicocentral,Standard_F4s,4,8.0,0.0437
mexicocentral,Standard_F8s,8,16.0,0.437
mexicocentral,Standard_F16s,16,32.0,0.1617
mexicocentral,Standard_F2s_v2,2,4.0,0.017205
mexicocentral,Standard_F4s_v2,4,8.0,0.0372
mexicocentral,Standard_F8s_v2,8,16.0,0.0744
mexicocentral,Standard_F16s_v2,16,32.0,0.137491
mexicocentral,Standard_F32s_v2,32,64.0,0.275167
mexicocentral,Standard_F48s_v2,48,96.0,0.412658
mexicocentral,Standard_F64s_v2,64,128.0,0.550334
mexicocentral,Standard_F72s_v2,72,144.0,0.61908
mexicocentral,Standard_E2bs_v5,2,16.0,0.164
mexicocentral,Standard_E4bs_v5,4,32.0,0.060614
mexicocentral,Standard_E8bs_v5,8,64.0,0.121229
mexicocentral,Standard_E16bs_v5,16,128.0,0.242273
mexicocentral,Standard_E32bs_v5,32,256.0,2.622
mexicocentral,Standard_E48bs_v5,48,384.0,0.727003
mexicocentral,Standard_E64bs_v5,64,512.0,5.245
mexicocentral,Standard_E96bs_v5,96,672.0,7.867
mexicocentral,Standard_E112ibs_v5,112,672.0,10.096
mexicocentral,Standard_E2bds_v5,2,16.0,0.034003
mexicocentral,Standard_E4bds_v5,4,32.0,0.067822
mexicocentral,Standard_E8bds_v5,8,64.0,0.735
mexicocentral,Standard_E16bds_v5,16,128.0,1.47
mexicocentral,Standard_E32bds_v5,32,256.0,0.543127
mexicocentral,Standard_E48bds_v5,48,384.0,4.409
mexicocentral,Standard_E64bds_v5,64,512.0,5.878
mexicocentral,Standard_E96bds_v5,96,672.0,8.818
mexicocentral,Standard_E112ibds_v5,112,672.0,11.316
mexicocentral,Standard_D2ls_v5,2,4.0,0.0187
mexicocentral,Standard_D4ls_v5,4,8.0,0.0374
mexicocentral,Standard_D8ls_v5,8,16.0,0.0748
mexicocentral,Standard_D16ls_v5,16,32.0,0.15
mexicocentral,Standard_D32ls_v5,32,64.0,0.299
mexicocentral,Standard_D48ls_v5,48,96.0,0.414691
mexicocentral,Standard_D64ls_v5,64,128.0,2.992
mexicocentral,Standard_D96ls_v5,96,192.0,0.898
mexicocentral,Standard_D2lds_v5,2,4.0,0
mexicocentral,Standard_D4lds_v5,4,8.0,0
mexicocentral,Standard_D8lds_v5,8,16.0,0
mexicocentral,Standard_D16lds_v5,16,32.0,0
mexicocentral,Standard_D32lds_v5,32,64.0,0
mexicocentral,Standard_D48lds_v5,48,96.0,0
mexicocentral,Standard_D64lds_v5,64,128.0,0
mexicocentral,Standard_D96lds_v5,96,192.0,0
mexicocentral,Standard_B2ls_v2,2,4.0,0
mexicocentral,Standard_B2s_v2,2,8.0,0
mexicocentral,Standard_B2ts_v2,2,1.0,0
mexicocentral,Standard_B4ls_v2,4,8.0,0
mexicocentral,Standard_B4s_v2,4,16.0,0
mexicocentral,Standard_B8ls_v2,8,16.0,0
mexicocentral,Standard_B8s_v2,8,32.0,0
mexicocentral,Standard_B16ls_v2,16,32.0,0
mexicocentral,Standard_B16s_v2,16,64.0,0
mexicocentral,Standard_B32ls_v2,32,64.0,0
mexicocentral,Standard_B32s_v2,32,128.0,0
mexicocentral,Standard_DC2as_v6,2,8.0,0.0998
mexicocentral,Standard_DC4as_v6,4,16.0,0.2
mexicocentral,Standard_DC8as_v6,8,32.0,0.0798
mexicocentral,Standard_DC16as_v6,16,64.0,0.14747
mexicocentral,Standard_DC32as_v6,32,128.0,1.597
mexicocentral,Standard_DC48as_v6,48,192.0,0.479
mexicocentral,Standard_DC64as_v6,64,256.0,3.194
mexicocentral,Standard_DC96as_v6,96,384.0,0.885192
mexicocentral,Standard_DC2ads_v6,2,8.0,0.126
mexicocentral,Standard_DC4ads_v6,4,16.0,0.0502
mexicocentral,Standard_DC8ads_v6,8,32.0,0.09277
mexicocentral,Standard_DC16ads_v6,16,64.0,0.201
mexicocentral,Standard_DC32ads_v6,32,128.0,2.01
mexicocentral,Standard_DC48ads_v6,48,192.0,0.556987
mexicocentral,Standard_DC64ads_v6,64,256.0,4.019
mexicocentral,Standard_DC96ads_v6,96,384.0,6.029
mexicocentral,Standard_EC2as_v6,2,16.0,0.024209
mexicocentral,Standard_EC4as_v6,4,32.0,0.262
mexicocentral,Standard_EC8as_v6,8,64.0,0.105
mexicocentral,Standard_EC16as_v6,16,128.0,0.21
mexicocentral,Standard_EC32as_v6,32,256.0,2.099
mexicocentral,Standard_EC48as_v6,48,384.0,0.63
mexicocentral,Standard_EC64as_v6,64,512.0,0.84
mexicocentral,Standard_EC96as_v6,96,672.0,1.26
mexicocentral,Standard_EC2ads_v6,2,16.0,0.0319
mexicocentral,Standard_EC4ads_v6,4,32.0,0.058951
mexicocentral,Standard_EC8ads_v6,8,64.0,0.638
mexicocentral,Standard_EC16ads_v6,16,128.0,1.277
mexicocentral,Standard_EC32ads_v6,32,256.0,0.471979
mexicocentral,Standard_EC48ads_v6,48,384.0,0.707784
mexicocentral,Standard_EC64ads_v6,64,512.0,1.021
mexicocentral,Standard_EC96ads_v6,96,672.0,7.661
mexicocentral,Standard_E2s_v6,2,16.0,0.026981
mexicocentral,Standard_E4-2s_v6,4,32.0,0.053777
mexicocentral,Standard_E4s_v6,4,32.0,0.291
mexicocentral,Standard_E8-2s_v6,8,64.0,0.107554
mexicocentral,Standard_E8-4s_v6,8,64.0,0.582
mexicocentral,Standard_E8s_v6,8,64.0,0.107554
mexicocentral,Standard_E16-4s_v6,16,128.0,0.215107
mexicocentral,Standard_E16-8s_v6,16,128.0,1.164
mexicocentral,Standard_E16s_v6,16,128.0,0.215107
mexicocentral,Standard_E20s_v6,20,160.0,0.268884
mexicocentral,Standard_E32-8s_v6,32,256.0,2.329
mexicocentral,Standard_E32-16s_v6,32,256.0,0.430399
mexicocentral,Standard_E32s_v6,32,256.0,2.329
mexicocentral,Standard_E48s_v6,48,384.0,3.493
mexicocentral,Standard_E64-16s_v6,64,512.0,4.657
mexicocentral,Standard_E64-32s_v6,64,512.0,4.657
mexicocentral,Standard_E64s_v6,64,512.0,0.860614
mexicocentral,Standard_E96-24s_v6,96,768.0,1.291013
mexicocentral,Standard_E96-48s_v6,96,768.0,6.986
mexicocentral,Standard_E96s_v6,96,768.0,1.291013
mexicocentral,Standard_E128-32s_v6,128,1024.0,9.315
mexicocentral,Standard_E128-64s_v6,128,1024.0,1.721412
mexicocentral,Standard_E128s_v6,128,1024.0,1.721412
mexicocentral,Standard_E192is_v6,192,1832.0,15.369
mexicocentral,Standard_E2ds_v6,2,16.0,0.033264
mexicocentral,Standard_E4-2ds_v6,4,32.0,0.066528
mexicocentral,Standard_E4ds_v6,4,32.0,0.066528
mexicocentral,Standard_E8-2ds_v6,8,64.0,0.72
mexicocentral,Standard_E8-4ds_v6,8,64.0,0.133056
mexicocentral,Standard_E8ds_v6,8,64.0,0.133056
mexicocentral,Standard_E16-4ds_v6,16,128.0,0.265927
mexicocentral,Standard_E16-8ds_v6,16,128.0,1.439
mexicocentral,Standard_E16ds_v6,16,128.0,0.265927
mexicocentral,Standard_E20ds_v6,20,160.0,1.799
mexicocentral,Standard_E32-8ds_v6,32,256.0,2.878
mexicocentral,Standard_E32-16ds_v6,32,256.0,2.878
mexicocentral,Standard_E32ds_v6,32,256.0,2.878
mexicocentral,Standard_E48ds_v6,48,384.0,4.317
mexicocentral,Standard_E64-16ds_v6,64,512.0,5.756
mexicocentral,Standard_E64-32ds_v6,64,512.0,5.756
mexicocentral,Standard_E64ds_v6,64,512.0,1.063709
mexicocentral,Standard_E96-24ds_v6,96,768.0,8.634
mexicocentral,Standard_E96-48ds_v6,96,768.0,8.634
mexicocentral,Standard_E96ds_v6,96,768.0,8.634
mexicocentral,Standard_E128-32ds_v6,128,1024.0,11.512
mexicocentral,Standard_E128-64ds_v6,128,1024.0,11.512
mexicocentral,Standard_E128ds_v6,128,1024.0,11.512
mexicocentral,Standard_E192ids_v6,192,1832.0,3.510276
mexicocentral,Standard_FX2ms_v2,2,42.0,0
mexicocentral,Standard_FX4-2ms_v2,4,84.0,0
mexicocentral,Standard_FX4ms_v2,4,84.0,0
mexicocentral,Standard_FX8-2ms_v2,8,168.0,0
mexicocentral,Standard_FX8-4ms_v2,8,168.0,0
mexicocentral,Standard_FX8ms_v2,8,168.0,0
mexicocentral,Standard_FX12-6ms_v2,12,252.0,0
mexicocentral,Standard_FX12ms_v2,12,252.0,0
mexicocentral,Standard_FX16-4ms_v2,16,336.0,0
mexicocentral,Standard_FX16-8ms_v2,16,336.0,0
mexicocentral,Standard_FX16ms_v2,16,336.0,0
mexicocentral,Standard_FX24-6ms_v2,24,504.0,0
mexicocentral,Standard_FX24-12ms_v2,24,504.0,0
mexicocentral,Standard_FX24ms_v2,24,504.0,0
mexicocentral,Standard_FX32-8ms_v2,32,672.0,0
mexicocentral,Standard_FX32-16ms_v2,32,672.0,0
mexicocentral,Standard_FX32ms_v2,32,672.0,0
mexicocentral,Standard_FX48-12ms_v2,48,1008.0,0
mexicocentral,Standard_FX48-24ms_v2,48,1008.0,0
mexicocentral,Standard_FX48ms_v2,48,1008.0,0
mexicocentral,Standard_FX64-16ms_v2,64,1344.0,0
mexicocentral,Standard_FX64-32ms_v2,64,1344.0,0
mexicocentral,Standard_FX64ms_v2,64,1344.0,0
mexicocentral,Standard_FX96-24ms_v2,96,1832.0,0
mexicocentral,Standard_FX96-48ms_v2,96,1832.0,0
mexicocentral,Standard_FX96ms_v2,96,1832.0,0
mexicocentral,Standard_FX2mds_v2,2,42.0,0
mexicocentral,Standard_FX4-2mds_v2,4,84.0,0
mexicocentral,Standard_FX4mds_v2,4,84.0,0
mexicocentral,Standard_FX8-2mds_v2,8,168.0,0
mexicocentral,Standard_FX8-4mds_v2,8,168.0,0
mexicocentral,Standard_FX8mds_v2,8,168.0,0
mexicocentral,Standard_FX12-6mds_v2,12,252.0,0
mexicocentral,Standard_FX12mds_v2,12,252.0,0
mexicocentral,Standard_FX16-4mds_v2,16,336.0,0
mexicocentral,Standard_FX16-8mds_v2,16,336.0,0
mexicocentral,Standard_FX16mds_v2,16,336.0,0
mexicocentral,Standard_FX24-6mds_v2,24,504.0,0
mexicocentral,Standard_FX24-12mds_v2,24,504.0,0
mexicocentral,Standard_FX24mds_v2,24,504.0,0
mexicocentral,Standard_FX32-8mds_v2,32,672.0,0
mexicocentral,Standard_FX32-16mds_v2,32,672.0,0
mexicocentral,Standard_FX32mds_v2,32,672.0,0
mexicocentral,Standard_FX48-12mds_v2,48,1008.0,0
mexicocentral,Standard_FX48-24mds_v2,48,1008.0,0
mexicocentral,Standard_FX48mds_v2,48,1008.0,0
mexicocentral,Standard_FX64-16mds_v2,64,1344.0,0
mexicocentral,Standard_FX64-32mds_v2,64,1344.0,0
mexicocentral,Standard_FX64mds_v2,64,1344.0,0
mexicocentral,Standard_FX96-24mds_v2,96,1832.0,0
mexicocentral,Standard_FX96-48mds_v2,96,1832.0,0
mexicocentral,Standard_FX96mds_v2,96,1832.0,0
mexicocentral,Standard_L2s_v4,2,16.0,0.035297
mexicocentral,Standard_L4s_v4,4,32.0,0.383
mexicocentral,Standard_L8s_v4,8,64.0,0.766
mexicocentral,Standard_L16s_v4,16,128.0,1.531
mexicocentral,Standard_L32s_v4,32,256.0,3.062
mexicocentral,Standard_L48s_v4,48,384.0,4.594
mexicocentral,Standard_L64s_v4,64,512.0,6.125
mexicocentral,Standard_L80s_v4,80,640.0,7.656
mexicocentral,Standard_L96s_v4,96,768.0,9.187
mexicocentral,Standard_E80is_v4,80,504.0,1.024531
mexicocentral,Standard_E80ids_v4,80,504.0,1.267
mexicocentral,Standard_D2ads_v6,2,8.0,0.023285
mexicocentral,Standard_D4ads_v6,4,16.0,0.251
mexicocentral,Standard_D8ads_v6,8,32.0,0.502
mexicocentral,Standard_D16ads_v6,16,64.0,1.005
mexicocentral,Standard_D32ads_v6,32,128.0,0.402
mexicocentral,Standard_D48ads_v6,48,192.0,0.603
mexicocentral,Standard_D64ads_v6,64,256.0,0.742711
mexicocentral,Standard_D96ads_v6,96,384.0,1.114159
mexicocentral,Standard_E2ads_v6,2,16.0,0.029568
mexicocentral,Standard_E4ads_v6,4,32.0,0.058951
mexicocentral,Standard_E8ads_v6,8,64.0,0.117902
mexicocentral,Standard_E16ads_v6,16,128.0,1.277
mexicocentral,Standard_E20ads_v6,20,160.0,0.294941
mexicocentral,Standard_E32ads_v6,32,256.0,0.471979
mexicocentral,Standard_E48ads_v6,48,384.0,3.83
mexicocentral,Standard_E64ads_v6,64,512.0,0.943774
mexicocentral,Standard_E96-24ads_v6,96,672.0,7.661
mexicocentral,Standard_E96-48ads_v6,96,672.0,7.661
mexicocentral,Standard_E96ads_v6,96,672.0,7.661
mexicocentral,Standard_L2aos_v4,2,16.0,0.249
mexicocentral,Standard_L4aos_v4,4,32.0,0.091846
mexicocentral,Standard_L8aos_v4,8,64.0,0.183691
mexicocentral,Standard_L12aos_v4,12,96.0,1.492
mexicocentral,Standard_L16aos_v4,16,128.0,1.989
mexicocentral,Standard_L24aos_v4,24,192.0,0.551258
mexicocentral,Standard_L32aos_v4,32,256.0,0.735134
mexicocentral,Standard_L2as_v4,2,16.0,0.034927
mexicocentral,Standard_L4as_v4,4,32.0,0.069854
mexicocentral,Standard_L8as_v4,8,64.0,0.139524
mexicocentral,Standard_L16as_v4,16,128.0,0.279048
mexicocentral,Standard_L32as_v4,32,256.0,3.02
mexicocentral,Standard_L48as_v4,48,384.0,4.53
mexicocentral,Standard_L64as_v4,64,512.0,6.04
mexicocentral,Standard_L80as_v4,80,640.0,1.39524
mexicocentral,Standard_L96as_v4,96,768.0,9.06
mexicocentral,Standard_D2ads_v5,2,8.0,0.020882
mexicocentral,Standard_D4ads_v5,4,16.0,0.04195
mexicocentral,Standard_D8ads_v5,8,32.0,0.453
mexicocentral,Standard_D16ads_v5,16,64.0,0.906
mexicocentral,Standard_D32ads_v5,32,128.0,3.285
mexicocentral,Standard_D48ads_v5,48,192.0,0.502471
mexicocentral,Standard_D64ads_v5,64,256.0,6.57
mexicocentral,Standard_D96ads_v5,96,384.0,5.438
mexicocentral,Standard_E2ads_v5,2,16.0,0.236
mexicocentral,Standard_E4-2ads_v5,4,32.0,0.288
mexicocentral,Standard_E4ads_v5,4,32.0,0.053222
mexicocentral,Standard_E8-2ads_v5,8,64.0,0.106445
mexicocentral,Standard_E8-4ads_v5,8,64.0,0.576
mexicocentral,Standard_E8ads_v5,8,64.0,0.106445
mexicocentral,Standard_E16-4ads_v5,16,128.0,1.889
mexicocentral,Standard_E16-8ads_v5,16,128.0,1.889
mexicocentral,Standard_E16ads_v5,16,128.0,0.213074
mexicocentral,Standard_E20ads_v5,20,160.0,2.361
mexicocentral,Standard_E32-8ads_v5,32,256.0,3.778
mexicocentral,Standard_E32-16ads_v5,32,256.0,2.306
mexicocentral,Standard_E32ads_v5,32,256.0,3.778
mexicocentral,Standard_E48ads_v5,48,384.0,5.666
mexicocentral,Standard_E64-16ads_v5,64,512.0,0.852113
mexicocentral,Standard_E64-32ads_v5,64,512.0,4.611
mexicocentral,Standard_E64ads_v5,64,512.0,7.555
mexicocentral,Standard_E96-24ads_v5,96,672.0,11.333
mexicocentral,Standard_E96-48ads_v5,96,672.0,1.278262
mexicocentral,Standard_E96ads_v5,96,672.0,11.333
mexicocentral,Standard_D2a_v4,2,8.0,0.019589
mexicocentral,Standard_D4a_v4,4,16.0,0.0422
mexicocentral,Standard_D8a_v4,8,32.0,0.077986
mexicocentral,Standard_D16a_v4,16,64.0,0.156156
mexicocentral,Standard_D32a_v4,32,128.0,1.69
mexicocentral,Standard_D48a_v4,48,192.0,0.468283
mexicocentral,Standard_D64a_v4,64,256.0,3.379
mexicocentral,Standard_D96a_v4,96,384.0,5.069
mexicocentral,Standard_D2as_v4,2,8.0,0.019589
mexicocentral,Standard_D4as_v4,4,16.0,0.038993
mexicocentral,Standard_D8as_v4,8,32.0,0.077986
mexicocentral,Standard_D16as_v4,16,64.0,0.845
mexicocentral,Standard_D32as_v4,32,128.0,0.312312
mexicocentral,Standard_D48as_v4,48,192.0,2.534
mexicocentral,Standard_D64as_v4,64,256.0,3.379
mexicocentral,Standard_D96as_v4,96,384.0,0.936751
mexicocentral,Standard_E2a_v4,2,16.0,0.025687
mexicocentral,Standard_E4a_v4,4,32.0,0.05119
mexicocentral,Standard_E8a_v4,8,64.0,0.111
mexicocentral,Standard_E16a_v4,16,128.0,0.222
mexicocentral,Standard_E20a_v4,20,160.0,0.277
mexicocentral,Standard_E32a_v4,32,256.0,2.218
mexicocentral,Standard_E48a_v4,48,384.0,0.665
mexicocentral,Standard_E64a_v4,64,512.0,0.819588
mexicocentral,Standard_E96a_v4,96,672.0,1.331
mexicocentral,Standard_E2as_v4,2,16.0,0.025687
mexicocentral,Standard_E4-2as_v4,4,32.0,0.277
mexicocentral,Standard_E4as_v4,4,32.0,0.277
mexicocentral,Standard_E8-2as_v4,8,64.0,0.111
mexicocentral,Standard_E8-4as_v4,8,64.0,0.554
mexicocentral,Standard_E8as_v4,8,64.0,0.554
mexicocentral,Standard_E16-4as_v4,16,128.0,1.109
mexicocentral,Standard_E16-8as_v4,16,128.0,0.204943
mexicocentral,Standard_E16as_v4,16,128.0,1.109
mexicocentral,Standard_E20as_v4,20,160.0,0.256133
mexicocentral,Standard_E32-8as_v4,32,256.0,0.444
mexicocentral,Standard_E32-16as_v4,32,256.0,2.218
mexicocentral,Standard_E32as_v4,32,256.0,0.409886
mexicocentral,Standard_E48as_v4,48,384.0,0.614645
mexicocentral,Standard_E64-16as_v4,64,512.0,0.887
mexicocentral,Standard_E64-32as_v4,64,512.0,4.435
mexicocentral,Standard_E64as_v4,64,512.0,4.435
mexicocentral,Standard_E96-24as_v4,96,672.0,6.653
mexicocentral,Standard_E96-48as_v4,96,672.0,1.229474
mexicocentral,Standard_E96as_v4,96,672.0,1.331
mexicocentral,Standard_D2as_v5,2,8.0,0.187
mexicocentral,Standard_D4as_v5,4,16.0,0.149
mexicocentral,Standard_D8as_v5,8,32.0,0.746
mexicocentral,Standard_D16as_v5,16,64.0,0.151
mexicocentral,Standard_D32as_v5,32,128.0,0.303
mexicocentral,Standard_D48as_v5,48,192.0,4.478
mexicocentral,Standard_D64as_v5,64,256.0,2.388
mexicocentral,Standard_D96as_v5,96,384.0,0.839177
mexicocentral,Standard_E2as_v5,2,16.0,0.216
mexicocentral,Standard_E4-2as_v5,4,32.0,0.433
mexicocentral,Standard_E4as_v5,4,32.0,0.046015
